ID_Year,Year,ID_Antibiotic Class,Antibiotic_Class,Prescriptions_per_1000_Population,region
2016,2016,213,Cephalosporins,175,Arkansas
2016,2016,213,Cephalosporins,73,California
2016,2016,213,Cephalosporins,82,Colorado
2016,2016,213,Cephalosporins,110,Connecticut
2016,2016,213,Cephalosporins,122,Delaware
2016,2016,213,Cephalosporins,101,District of Columbia
2016,2016,213,Cephalosporins,103,Florida
2016,2016,213,Cephalosporins,120,Georgia
2016,2016,213,Cephalosporins,75,Hawaii
2016,2016,213,Cephalosporins,103,Idaho
2016,2016,213,Cephalosporins,101,Illinois
2016,2016,213,Cephalosporins,169,Indiana
2016,2016,213,Cephalosporins,167,Iowa
2016,2016,213,Cephalosporins,153,Kansas
2016,2016,213,Cephalosporins,205,Kentucky
2016,2016,213,Cephalosporins,149,Louisiana
2016,2016,213,Cephalosporins,82,Maine
2016,2016,213,Cephalosporins,93,Maryland
2016,2016,213,Cephalosporins,86,Massachusetts
2016,2016,213,Cephalosporins,126,Michigan
2016,2016,213,Cephalosporins,98,Minnesota
2016,2016,213,Cephalosporins,178,Mississippi
2016,2016,213,Cephalosporins,132,Missouri
2016,2016,213,Cephalosporins,80,Montana
2016,2016,213,Cephalosporins,175,Nebraska
2016,2016,213,Cephalosporins,89,Nevada
2016,2016,213,Cephalosporins,89,New Hampshire
2016,2016,213,Cephalosporins,109,New Jersey
2016,2016,213,Cephalosporins,94,New Mexico
2016,2016,213,Cephalosporins,110,New York
2016,2016,213,Cephalosporins,119,North Carolina
2016,2016,213,Cephalosporins,126,North Dakota
2016,2016,213,Cephalosporins,129,Ohio
2016,2016,213,Cephalosporins,140,Oklahoma
2016,2016,213,Cephalosporins,71,Oregon
2016,2016,213,Cephalosporins,116,Pennsylvania
2016,2016,213,Cephalosporins,103,Rhode Island
2016,2016,213,Cephalosporins,131,South Carolina
2016,2016,213,Cephalosporins,153,South Dakota
2016,2016,213,Cephalosporins,177,Tennessee
2016,2016,213,Cephalosporins,123,Texas
2016,2016,213,Cephalosporins,118,Utah
2016,2016,213,Cephalosporins,82,Vermont
2016,2016,213,Cephalosporins,118,Virginia
2016,2016,213,Cephalosporins,81,Washington
2016,2016,213,Cephalosporins,209,West Virginia
2016,2016,213,Cephalosporins,93,Wisconsin
2016,2016,213,Cephalosporins,113,Wyoming
2017,2017,213,Cephalosporins,115,United States
2017,2017,213,Cephalosporins,189,Alabama
2017,2017,213,Cephalosporins,63,Alaska
2017,2017,213,Cephalosporins,106,Arizona
2017,2017,213,Cephalosporins,176,Arkansas
2017,2017,213,Cephalosporins,74,California
2017,2017,213,Cephalosporins,80,Colorado
2017,2017,213,Cephalosporins,111,Connecticut
2017,2017,213,Cephalosporins,123,Delaware
2017,2017,213,Cephalosporins,104,District of Columbia
2017,2017,213,Cephalosporins,103,Florida
2017,2017,213,Cephalosporins,118,Georgia
2017,2017,213,Cephalosporins,79,Hawaii
2017,2017,213,Cephalosporins,104,Idaho
2017,2017,213,Cephalosporins,102,Illinois
2017,2017,213,Cephalosporins,167,Indiana
2017,2017,213,Cephalosporins,162,Iowa
2017,2017,213,Cephalosporins,150,Kansas
2017,2017,213,Cephalosporins,207,Kentucky
2017,2017,213,Cephalosporins,154,Louisiana
2017,2017,213,Cephalosporins,82,Maine
2017,2017,213,Cephalosporins,93,Maryland
2017,2017,213,Cephalosporins,88,Massachusetts
2017,2017,213,Cephalosporins,127,Michigan
2017,2017,213,Cephalosporins,97,Minnesota
2017,2017,213,Cephalosporins,179,Mississippi
2017,2017,213,Cephalosporins,131,Missouri
2017,2017,213,Cephalosporins,84,Montana
2017,2017,213,Cephalosporins,165,Nebraska
2017,2017,213,Cephalosporins,91,Nevada
2017,2017,213,Cephalosporins,92,New Hampshire
2017,2017,213,Cephalosporins,110,New Jersey
2017,2017,213,Cephalosporins,93,New Mexico
2017,2017,213,Cephalosporins,113,New York
2017,2017,213,Cephalosporins,121,North Carolina
2017,2017,213,Cephalosporins,123,North Dakota
2017,2017,213,Cephalosporins,131,Ohio
2017,2017,213,Cephalosporins,144,Oklahoma
2017,2017,213,Cephalosporins,72,Oregon
2017,2017,213,Cephalosporins,117,Pennsylvania
2017,2017,213,Cephalosporins,104,Rhode Island
2017,2017,213,Cephalosporins,130,South Carolina
2017,2017,213,Cephalosporins,150,South Dakota
2017,2017,213,Cephalosporins,176,Tennessee
2017,2017,213,Cephalosporins,124,Texas
2017,2017,213,Cephalosporins,117,Utah
2017,2017,213,Cephalosporins,84,Vermont
2017,2017,213,Cephalosporins,120,Virginia
2017,2017,213,Cephalosporins,80,Washington
2017,2017,213,Cephalosporins,216,West Virginia
2017,2017,213,Cephalosporins,93,Wisconsin
2017,2017,213,Cephalosporins,120,Wyoming
2018,2018,213,Cephalosporins,114,United States
2018,2018,213,Cephalosporins,190,Alabama
2018,2018,213,Cephalosporins,62,Alaska
2018,2018,213,Cephalosporins,105,Arizona
2018,2018,213,Cephalosporins,173,Arkansas
2018,2018,213,Cephalosporins,73,California
2018,2018,213,Cephalosporins,77,Colorado
2018,2018,213,Cephalosporins,113,Connecticut
2018,2018,213,Cephalosporins,123,Delaware
2018,2018,213,Cephalosporins,102,District of Columbia
2018,2018,213,Cephalosporins,105,Florida
2018,2018,213,Cephalosporins,117,Georgia
2018,2018,213,Cephalosporins,81,Hawaii
2018,2018,213,Cephalosporins,103,Idaho
2018,2018,213,Cephalosporins,101,Illinois
2018,2018,213,Cephalosporins,162,Indiana
2018,2018,213,Cephalosporins,159,Iowa
2018,2018,213,Cephalosporins,152,Kansas
2018,2018,213,Cephalosporins,199,Kentucky
2018,2018,213,Cephalosporins,154,Louisiana
2018,2018,213,Cephalosporins,84,Maine
2018,2018,213,Cephalosporins,94,Maryland
2018,2018,213,Cephalosporins,89,Massachusetts
2018,2018,213,Cephalosporins,125,Michigan
2018,2018,213,Cephalosporins,97,Minnesota
2018,2018,213,Cephalosporins,179,Mississippi
2018,2018,213,Cephalosporins,127,Missouri
2018,2018,213,Cephalosporins,85,Montana
2018,2018,213,Cephalosporins,165,Nebraska
2018,2018,213,Cephalosporins,88,Nevada
2018,2018,213,Cephalosporins,94,New Hampshire
2018,2018,213,Cephalosporins,110,New Jersey
2018,2018,213,Cephalosporins,97,New Mexico
2018,2018,213,Cephalosporins,115,New York
2018,2018,213,Cephalosporins,118,North Carolina
2018,2018,213,Cephalosporins,117,North Dakota
2018,2018,213,Cephalosporins,128,Ohio
2018,2018,213,Cephalosporins,146,Oklahoma
2018,2018,213,Cephalosporins,73,Oregon
2018,2018,213,Cephalosporins,116,Pennsylvania
2018,2018,213,Cephalosporins,108,Rhode Island
2018,2018,213,Cephalosporins,128,South Carolina
2018,2018,213,Cephalosporins,149,South Dakota
2018,2018,213,Cephalosporins,170,Tennessee
2018,2018,213,Cephalosporins,123,Texas
2018,2018,213,Cephalosporins,114,Utah
2018,2018,213,Cephalosporins,83,Vermont
2018,2018,213,Cephalosporins,117,Virginia
2018,2018,213,Cephalosporins,79,Washington
2018,2018,213,Cephalosporins,211,West Virginia
2018,2018,213,Cephalosporins,90,Wisconsin
2018,2018,213,Cephalosporins,124,Wyoming
2011,2011,214,Fluoroquinolones,101,United States
2011,2011,214,Fluoroquinolones,143,Alabama
2011,2011,214,Fluoroquinolones,64,Alaska
2011,2011,214,Fluoroquinolones,93,Arizona
2011,2011,214,Fluoroquinolones,116,Arkansas
2011,2011,214,Fluoroquinolones,71,California
2011,2011,214,Fluoroquinolones,68,Colorado
2011,2011,214,Fluoroquinolones,98,Connecticut
2011,2011,214,Fluoroquinolones,126,Delaware
2011,2011,214,Fluoroquinolones,155,District of Columbia
2011,2011,214,Fluoroquinolones,113,Florida
2011,2011,214,Fluoroquinolones,109,Georgia
2011,2011,214,Fluoroquinolones,87,Hawaii
2011,2011,214,Fluoroquinolones,71,Idaho
2011,2011,214,Fluoroquinolones,100,Illinois
2011,2011,214,Fluoroquinolones,113,Indiana
2011,2011,214,Fluoroquinolones,93,Iowa
2011,2011,214,Fluoroquinolones,107,Kansas
2011,2011,214,Fluoroquinolones,157,Kentucky
2011,2011,214,Fluoroquinolones,126,Louisiana
2011,2011,214,Fluoroquinolones,85,Maine
2011,2011,214,Fluoroquinolones,103,Maryland
2011,2011,214,Fluoroquinolones,92,Massachusetts
2011,2011,214,Fluoroquinolones,106,Michigan
2011,2011,214,Fluoroquinolones,76,Minnesota
2011,2011,214,Fluoroquinolones,137,Mississippi
2011,2011,214,Fluoroquinolones,109,Missouri
2011,2011,214,Fluoroquinolones,77,Montana
2011,2011,214,Fluoroquinolones,104,Nebraska
2011,2011,214,Fluoroquinolones,87,Nevada
2011,2011,214,Fluoroquinolones,78,New Hampshire
2011,2011,214,Fluoroquinolones,125,New Jersey
2011,2011,214,Fluoroquinolones,74,New Mexico
2011,2011,214,Fluoroquinolones,118,New York
2011,2011,214,Fluoroquinolones,112,North Carolina
2011,2011,214,Fluoroquinolones,110,North Dakota
2011,2011,214,Fluoroquinolones,108,Ohio
2011,2011,214,Fluoroquinolones,105,Oklahoma
2011,2011,214,Fluoroquinolones,73,Oregon
2011,2011,214,Fluoroquinolones,100,Pennsylvania
2011,2011,214,Fluoroquinolones,119,Rhode Island
2011,2011,214,Fluoroquinolones,117,South Carolina
2011,2011,214,Fluoroquinolones,92,South Dakota
2011,2011,214,Fluoroquinolones,149,Tennessee
2011,2011,214,Fluoroquinolones,103,Texas
2011,2011,214,Fluoroquinolones,71,Utah
2011,2011,214,Fluoroquinolones,71,Vermont
2011,2011,214,Fluoroquinolones,96,Virginia
2011,2011,214,Fluoroquinolones,67,Washington
2011,2011,214,Fluoroquinolones,164,West Virginia
2011,2011,214,Fluoroquinolones,77,Wisconsin
2011,2011,214,Fluoroquinolones,73,Wyoming
2012,2012,214,Fluoroquinolones,104,United States
2012,2012,214,Fluoroquinolones,163,Alabama
2012,2012,214,Fluoroquinolones,62,Alaska
2012,2012,214,Fluoroquinolones,91,Arizona
2012,2012,214,Fluoroquinolones,134,Arkansas
2012,2012,214,Fluoroquinolones,71,California
2012,2012,214,Fluoroquinolones,67,Colorado
2012,2012,214,Fluoroquinolones,100,Connecticut
2012,2012,214,Fluoroquinolones,129,Delaware
2012,2012,214,Fluoroquinolones,152,District of Columbia
2012,2012,214,Fluoroquinolones,110,Florida
2012,2012,214,Fluoroquinolones,113,Georgia
2012,2012,214,Fluoroquinolones,88,Hawaii
2012,2012,214,Fluoroquinolones,72,Idaho
2012,2012,214,Fluoroquinolones,102,Illinois
2012,2012,214,Fluoroquinolones,114,Indiana
2012,2012,214,Fluoroquinolones,113,Iowa
2012,2012,214,Fluoroquinolones,118,Kansas
2012,2012,214,Fluoroquinolones,163,Kentucky
2012,2012,214,Fluoroquinolones,135,Louisiana
2012,2012,214,Fluoroquinolones,85,Maine
2012,2012,214,Fluoroquinolones,103,Maryland
2012,2012,214,Fluoroquinolones,92,Massachusetts
2012,2012,214,Fluoroquinolones,97,Michigan
2012,2012,214,Fluoroquinolones,76,Minnesota
2012,2012,214,Fluoroquinolones,153,Mississippi
2012,2012,214,Fluoroquinolones,117,Missouri
2012,2012,214,Fluoroquinolones,78,Montana
2012,2012,214,Fluoroquinolones,118,Nebraska
2012,2012,214,Fluoroquinolones,90,Nevada
2012,2012,214,Fluoroquinolones,79,New Hampshire
2012,2012,214,Fluoroquinolones,125,New Jersey
2012,2012,214,Fluoroquinolones,74,New Mexico
2012,2012,214,Fluoroquinolones,120,New York
2012,2012,214,Fluoroquinolones,118,North Carolina
2012,2012,214,Fluoroquinolones,110,North Dakota
2012,2012,214,Fluoroquinolones,104,Ohio
2012,2012,214,Fluoroquinolones,119,Oklahoma
2012,2012,214,Fluoroquinolones,71,Oregon
2012,2012,214,Fluoroquinolones,102,Pennsylvania
2012,2012,214,Fluoroquinolones,125,Rhode Island
2012,2012,214,Fluoroquinolones,127,South Carolina
2012,2012,214,Fluoroquinolones,102,South Dakota
2012,2012,214,Fluoroquinolones,158,Tennessee
2012,2012,214,Fluoroquinolones,112,Texas
2012,2012,214,Fluoroquinolones,72,Utah
2012,2012,214,Fluoroquinolones,71,Vermont
2012,2012,214,Fluoroquinolones,100,Virginia
2012,2012,214,Fluoroquinolones,65,Washington
2012,2012,214,Fluoroquinolones,169,West Virginia
2012,2012,214,Fluoroquinolones,80,Wisconsin
2012,2012,214,Fluoroquinolones,75,Wyoming
